Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
CDS,cde_fo,USDJPY,1196,OPTCUR,PE,146,USDJPY,USDJPY27MAR24P146,USDJPY MAR24 146 PE,2024-03-27,1,0.01
CDS,cde_fo,USDINR,1197,OPTCUR,CE,77.25,USDINR,USDINR16FEB24C77.25,USDINR 16th FEB24 77.25 CE,2024-02-16,1,0.0025
CDS,cde_fo,USDINR,1198,OPTCUR,PE,77.25,USDINR,USDINR16FEB24P77.25,USDINR 16th FEB24 77.25 PE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,1200,OPTCUR,CE,94.75,EURINR,EURINR29JAN24C94.75,EURINR JAN24 94.75 CE,2024-01-29,1,0.0025
CDS,cde_fo,USDINR,1201,OPTCUR,CE,77.25,USDINR,USDINR23FEB24C77.25,USDINR 23rd FEB24 77.25 CE,2024-02-23,1,0.0025
CDS,cde_fo,USDINR,1202,OPTCUR,PE,77.25,USDINR,USDINR23FEB24P77.25,USDINR 23rd FEB24 77.25 PE,2024-02-23,1,0.0025
CDS,cde_fo,GBPINR,1203,FUTCUR,XX,-1,GBPINR,GBPINR28AUG24F,GBPINR AUG24 FUT,2024-08-28,1,0.0025
CDS,cde_fo,GBPUSD,1205,OPTCUR,CE,1.335,GBPUSD,GBPUSD27DEC23C1.335,GBPUSD DEC 1.335 CE,2023-12-27,1,0.0001
CDS,cde_fo,GBPUSD,1206,OPTCUR,PE,1.335,GBPUSD,GBPUSD27DEC23P1.335,GBPUSD DEC 1.335 PE,2023-12-27,1,0.0001
CDS,cde_fo,EURINR,1207,OPTCUR,PE,85,EURINR,EURINR26JUN24P85,EURINR JUN24 85 PE,2024-06-26,1,0.0025
CDS,cde_fo,GBPUSD,1208,FUTCUR,XX,-1,GBPUSD,GBPUSD28AUG24F,GBPUSD AUG24 FUT,2024-08-28,1,0.0001
CDS,cde_fo,EURINR,1210,OPTCUR,PE,83.5,EURINR,EURINR27MAR24P83.5,EURINR MAR24 83.5 PE,2024-03-27,1,0.0025
CDS,cde_fo,GBPINR,1211,OPTCUR,CE,98.5,GBPINR,GBPINR09FEB24C98.5,GBPINR 9th FEB24 98.5 CE,2024-02-09,1,0.0025
CDS,cde_fo,EURINR,1212,OPTCUR,CE,83.75,EURINR,EURINR27MAR24C83.75,EURINR MAR24 83.75 CE,2024-03-27,1,0.0025
